,제품코드,ATC코드,규격,단위,상한금액,전일,급여여부
0,645302132,N05CC01,95(1),mL/병,129,전문,1
1,645302133,N05CC01,10,mL/병,1260,전문,1
2,645302135,N05CC01,5,mL/병,847,전문,1
3,651904420,N05CM,1,정,96,전문,1
4,640006660,N05CM,1,정,97,전문,1
5,653006890,N05CM,1,정,97,전문,1
6,651904430,N05CM,1,정,110,전문,1
7,640006770,N05CM,1,정,110,전문,1
8,653006900,N05CM,1,정,110,전문,1
9,651900330,N05CD03,1,정,59,전문,1
10,657200130,N05CD03,1,정,60,전문,1
11,642800250,N05CD01,1,정,43,전문,1
12,657802870,N03AA02,1,정,32,전문,1
13,657202920,N05CD05,1,정,71,전문,1
14,651901770,N05CD05,1,정,73,전문,1
15,657200830,N05CD05,1,정,121,전문,1
16,651901780,N05CD05,1,정,121,전문,1
17,651901790,N05CF02,1,정,122,전문,1
18,649806810,N05CF02,1,정,148,전문,1
19,657200670,N05CF02,1,정,154,전문,1
20,653003460,N05CF02,1,정,159,전문,1
21,668100180,N05CF02,1,정,169,전문,1
22,652100640,N05CF02,1,정,173,전문,1
23,642801200,N05CF02,1,정,173,전문,1
24,643502320,N05CF02,1,정,174,전문,1
25,649507420,N05CF02,1,정,174,전문,1
26,651904470,N05CF02,1,정,97,전문,1
27,643507160,N05CF02,1,정,116,전문,1
28,649507410,N05CF02,1,정,116,전문,1
29,652100660,N05CF02,1,정,319,전문,1
30,652100650,N05CF02,1,정,321,전문,1
31,642404880,N05CF04,1,정,70,전문,1
32,651904900,N05CF04,1,정,70,전문,1
33,670608170,N05CF04,1,정,70,전문,1
34,642404890,N05CF04,1,정,87,전문,1
35,651904910,N05CF04,1,정,87,전문,1
36,670608180,N05CF04,1,정,87,전문,1
37,642404900,N05CF04,1,정,109,전문,1
38,651904920,N05CF04,1,정,109,전문,1
39,670608190,N05CF04,1,정,109,전문,1
40,642204620,N05CF03,1,캡슐,102,전문,1
41,642204630,N05CF03,1,캡슐,153,전문,1
42,653601111,N03AF01,100(1),mL/병,28,전문,1
43,651901860,N03AF01,1,정,99,전문,1
44,653601130,N03AF01,1,정,172,전문,1
45,653001520,N03AF01,1,정,95,전문,1
46,657200530,N03AF01,1,정,127,전문,1
47,649802760,N03AF01,1,정,129,전문,1
48,651901840,N03AF01,1,정,142,전문,1
49,653601120,N03AF01,1,정,191,전문,1
50,642201050,N03AF01,1,정,158,전문,1
51,651901850,N03AF01,1,정,176,전문,1
52,657202690,N03AE01,1,정,36,전문,1
53,643308800,N03AE01,1,정,36,전문,1
54,642201070,N03AB02,1,캡슐,41,전문,1
55,651900910,N03AB02,1,정,41,전문,1
56,657201120,N03AB02,1,정,41,전문,1
57,653006930,N03AG01,1,정,157,전문,1
58,644200080,N03AG01,1,정,184,전문,1
59,653006910,N03AG01,1,정,232,전문,1
60,644200090,N03AG01,1,정,273,전문,1
61,644200100,N03AG01,1,캡슐,192,전문,1
62,661904040,N03AD01,1,캡슐,857,전문,1
63,647800210,N02BF01,1,캡슐,144,전문,1
64,656702070,N02BF01,1,캡슐,160,전문,1
65,652601470,N02BF01,1,캡슐,163,전문,1
66,646004290,N02BF01,1,캡슐,163,전문,1
67,643300030,N02BF01,1,캡슐,167,전문,1
68,642003570,N02BF01,1,캡슐,168,전문,1
69,678600850,N02BF01,1,캡슐,168,전문,1
70,671706140,N02BF01,1,캡슐,168,전문,1
71,677100500,N02BF01,1,캡슐,168,전문,1
72,644603330,N02BF01,1,캡슐,168,전문,1
73,645208810,N02BF01,1,캡슐,168,전문,1
74,625201160,N02BF01,1,캡슐,168,전문,1
75,661604560,N02BF01,1,캡슐,168,전문,1
76,621802910,N02BF01,1,캡슐,168,전문,1
77,647204990,N02BF01,1,캡슐,168,전문,1
78,669502310,N02BF01,1,캡슐,168,전문,1
79,669805100,N02BF01,1,캡슐,168,전문,1
80,647303620,N02BF01,1,캡슐,168,전문,1
81,649104240,N02BF01,1,캡슐,168,전문,1
82,628901170,N02BF01,1,캡슐,168,전문,1
83,665507070,N02BF01,1,캡슐,168,전문,1
84,629701550,N02BF01,1,캡슐,168,전문,1
85,55101140,N02BF01,1,캡슐,168,전문,1
86,669907460,N02BF01,1,캡슐,168,전문,1
87,658107490,N02BF01,1,캡슐,168,전문,1
88,58200440,N02BF01,1,캡슐,168,전문,1
89,648604030,N02BF01,1,캡슐,168,전문,1
90,641907530,N02BF01,1,캡슐,168,전문,1
91,674402090,N02BF01,1,캡슐,168,전문,1
92,679601320,N02BF01,1,캡슐,168,전문,1
93,54800950,N02BF01,1,캡슐,168,전문,1
94,660703470,N02BF01,1,캡슐,168,전문,1
95,622804270,N02BF01,1,캡슐,168,전문,1
96,657503660,N02BF01,1,캡슐,168,전문,1
97,670502180,N02BF01,1,캡슐,168,전문,1
98,60500300,N02BF01,1,캡슐,168,전문,1
99,73000930,N02BF01,1,캡슐,168,전문,1
100,59001210,N02BF01,1,캡슐,168,전문,1
101,643700900,N02BF01,1,캡슐,181,전문,1
102,642900470,N02BF01,1,캡슐,181,전문,1
103,642800030,N02BF01,1,캡슐,186,전문,1
104,642500370,N02BF01,1,캡슐,192,전문,1
105,73400450,N02BF01,1,캡슐,192,전문,1
106,657200060,N02BF01,1,캡슐,194,전문,1
107,643500010,N02BF01,1,캡슐,196,전문,1
108,656003910,N02BF01,1,캡슐,198,전문,1
109,694000960,N02BF01,1,캡슐,198,전문,1
110,657800080,N02BF01,1,캡슐,198,전문,1
111,693902110,N02BF01,1,캡슐,198,전문,1
112,670100070,N02BF01,1,캡슐,198,전문,1
113,656204520,N02BF01,1,캡슐,198,전문,1
114,649502220,N02BF01,1,캡슐,198,전문,1
115,670301470,N02BF01,1,캡슐,198,전문,1
116,653002670,N02BF01,1,캡슐,198,전문,1
117,651300660,N02BF01,1,캡슐,198,전문,1
118,652904160,N02BF01,1,캡슐,198,전문,1
119,658604190,N02BF01,1,캡슐,198,전문,1
120,657300010,N02BF01,1,캡슐,292,전문,1
121,642003590,N02BF01,1,캡슐,346,전문,1
122,656700140,N02BF01,1,캡슐,346,전문,1
123,658200090,N02BF01,1,캡슐,346,전문,1
124,678600860,N02BF01,1,캡슐,346,전문,1
125,671706150,N02BF01,1,캡슐,346,전문,1
126,621801130,N02BF01,1,캡슐,346,전문,1
127,644801930,N02BF01,1,캡슐,346,전문,1
128,648602860,N02BF01,1,캡슐,346,전문,1
129,649102080,N02BF01,1,캡슐,346,전문,1
130,644603290,N02BF01,1,캡슐,346,전문,1
131,693201330,N02BF01,1,캡슐,346,전문,1
132,625800340,N02BF01,1,캡슐,346,전문,1
133,645604580,N02BF01,1,캡슐,346,전문,1
134,625200390,N02BF01,1,캡슐,346,전문,1
135,649601090,N02BF01,1,캡슐,346,전문,1
136,674400660,N02BF01,1,캡슐,346,전문,1
137,661604550,N02BF01,1,캡슐,346,전문,1
138,661904150,N02BF01,1,캡슐,346,전문,1
139,647205000,N02BF01,1,캡슐,346,전문,1
140,669502300,N02BF01,1,캡슐,346,전문,1
141,628901080,N02BF01,1,캡슐,346,전문,1
142,647303610,N02BF01,1,캡슐,346,전문,1
143,665507080,N02BF01,1,캡슐,346,전문,1
144,629701540,N02BF01,1,캡슐,346,전문,1
145,693902960,N02BF01,1,캡슐,346,전문,1
146,55101160,N02BF01,1,캡슐,346,전문,1
147,669907470,N02BF01,1,캡슐,346,전문,1
148,628801490,N02BF01,1,캡슐,346,전문,1
149,658107500,N02BF01,1,캡슐,346,전문,1
150,58200470,N02BF01,1,캡슐,346,전문,1
151,698504040,N02BF01,1,캡슐,346,전문,1
152,641907520,N02BF01,1,캡슐,346,전문,1
153,679601310,N02BF01,1,캡슐,346,전문,1
154,54800960,N02BF01,1,캡슐,346,전문,1
155,660703460,N02BF01,1,캡슐,346,전문,1
156,622804260,N02BF01,1,캡슐,346,전문,1
157,670502190,N02BF01,1,캡슐,346,전문,1
158,60500310,N02BF01,1,캡슐,346,전문,1
159,655404340,N02BF01,1,캡슐,346,전문,1
160,73000940,N02BF01,1,캡슐,346,전문,1
161,59001220,N02BF01,1,캡슐,346,전문,1
162,646800020,N02BF01,1,캡슐,352,전문,1
163,656204530,N02BF01,1,캡슐,360,전문,1
164,651900030,N02BF01,1,캡슐,382,전문,1
165,653002660,N02BF01,1,캡슐,389,전문,1
166,642800040,N02BF01,1,캡슐,391,전문,1
167,73400430,N02BF01,1,캡슐,391,전문,1
168,642500360,N02BF01,1,캡슐,393,전문,1
169,657200070,N02BF01,1,캡슐,396,전문,1
170,647800200,N02BF01,1,캡슐,396,전문,1
171,642900480,N02BF01,1,캡슐,402,전문,1
172,643500020,N02BF01,1,캡슐,402,전문,1
173,646000120,N02BF01,1,캡슐,403,전문,1
174,652601460,N02BF01,1,캡슐,404,전문,1
175,648500010,N02BF01,1,캡슐,406,전문,1
176,670100060,N02BF01,1,캡슐,406,전문,1
177,649502210,N02BF01,1,캡슐,406,전문,1
178,670301480,N02BF01,1,캡슐,406,전문,1
179,643300040,N02BF01,1,캡슐,407,전문,1
180,656003900,N02BF01,1,캡슐,407,전문,1
181,648100010,N02BF01,1,캡슐,407,전문,1
182,658600020,N02BF01,1,캡슐,407,전문,1
183,694000140,N02BF01,1,캡슐,407,전문,1
184,643700890,N02BF01,1,캡슐,407,전문,1
185,657800090,N02BF01,1,캡슐,407,전문,1
186,644300240,N02BF01,1,캡슐,407,전문,1
187,651300670,N02BF01,1,캡슐,407,전문,1
188,652904170,N02BF01,1,캡슐,407,전문,1
189,671706290,N02BF01,1,캡슐,402,전문,1
190,642800050,N02BF01,1,캡슐,448,전문,1
191,642500380,N02BF01,1,캡슐,457,전문,1
192,73400420,N02BF01,1,캡슐,470,전문,1
193,642505270,N02BF01,1,정,515,전문,1
194,648600010,N02BF01,1,정,515,전문,1
195,694000150,N02BF01,1,정,515,전문,1
196,73400440,N02BF01,1,정,581,전문,1
197,642800010,N02BF01,1,정,589,전문,1
198,642800020,N02BF01,1,정,652,전문,1
199,642500340,N02BF01,1,정,691,전문,1
200,73400400,N02BF01,1,정,702,전문,1
201,643500040,N02BF01,1,정,730,전문,1
202,658600170,N03AX09,1,정,500,전문,1
203,651900220,N03AX09,1,정,569,전문,1
204,642200660,N03AX09,1,정,582,전문,1
205,645300290,N03AX09,1,정,595,전문,1
206,650000190,N03AX09,1,정,655,전문,1
207,626900260,N03AX09,1,정,666,전문,1
208,641600450,N03AX09,1,정,685,전문,1
209,645300270,N03AX09,1,정,259,전문,1
210,642202540,N03AX09,1,정,262,전문,1
211,658602590,N03AX09,1,정,283,전문,1
212,626900250,N03AX09,1,정,286,전문,1
213,650000170,N03AX09,1,정,291,전문,1
214,641600460,N03AX09,1,정,308,전문,1
215,651903260,N03AX09,1,정,359,전문,1
216,642202550,N03AX09,1,정,378,전문,1
217,645300280,N03AX09,1,정,388,전문,1
218,658602110,N03AX09,1,정,395,전문,1
219,650000180,N03AX09,1,정,433,전문,1
220,626900380,N03AX09,1,정,442,전문,1
221,641600470,N03AX09,1,정,445,전문,1
222,650000210,N03AX09,1,정,99,전문,1
223,653601171,N03AF02,100(1),mL/병,180,전문,1
224,651903880,N03AF02,1,정,338,전문,1
225,653601150,N03AF02,1,정,388,전문,1
226,649502180,N03AF02,1,정,390,전문,1
227,651904400,N03AF02,1,정,587,전문,1
228,653601160,N03AF02,1,정,680,전문,1
229,651904150,N03AF02,1,정,219,전문,1
230,653601140,N03AF02,1,정,232,전문,1
231,641601060,N03AA03,1,정,209,전문,1
232,642201732,N03AG01,150(1),mL/병,24,전문,1
233,642201700,N03AG01,1,정,70,전문,1
234,647801720,N03AG01,1,정,70,전문,1
235,657200310,N03AG01,1,정,84,전문,1
236,652100180,N03AG01,1,정,87,전문,1
237,642201710,N03AG01,1,정,131,전문,1
238,652100190,N03AG01,1,정,221,전문,1
239,642201720,N03AG01,1,정,207,전문,1
240,644704520,N03AX11,1,캡슐,1464,전문,1
241,653404890,N03AX11,1,정,434,전문,1
242,627600130,N03AX11,1,정,651,전문,1
243,670601230,N03AX11,1,정,702,전문,1
244,642004610,N03AX11,1,정,735,전문,1
245,651902130,N03AX11,1,정,755,전문,1
246,651602620,N03AX11,1,정,773,전문,1
247,649104320,N03AX11,1,정,773,전문,1
248,58200370,N03AX11,1,정,773,전문,1
249,641907540,N03AX11,1,정,773,전문,1
250,694002790,N03AX11,1,정,773,전문,1
251,622801850,N03AX11,1,정,773,전문,1
252,657200800,N03AX11,1,정,812,전문,1
253,646902390,N03AX11,1,정,872,전문,1
254,645301900,N03AX11,1,정,880,전문,1
255,649803170,N03AX11,1,정,890,전문,1
256,642902290,N03AX11,1,정,894,전문,1
257,649503080,N03AX11,1,정,896,전문,1
258,643502960,N03AX11,1,정,907,전문,1
259,693901840,N03AX11,1,정,909,전문,1
260,652603780,N03AX11,1,정,909,전문,1
261,657805360,N03AX11,1,정,909,전문,1
262,644704530,N03AX11,1,캡슐,2221,전문,1
263,646902280,N03AX11,1,캡슐,389,전문,1
264,644704540,N03AX11,1,캡슐,659,전문,1
265,641803110,N03AX11,1,정,250,전문,1
266,653404050,N03AX11,1,정,275,전문,1
267,670601240,N03AX11,1,정,288,전문,1
268,657200790,N03AX11,1,정,292,전문,1
269,642004600,N03AX11,1,정,300,전문,1
270,643502970,N03AX11,1,정,319,전문,1
271,627600120,N03AX11,1,정,327,전문,1
272,651602630,N03AX11,1,정,345,전문,1
273,654304940,N03AX11,1,정,345,전문,1
274,656004630,N03AX11,1,정,345,전문,1
275,649104010,N03AX11,1,정,345,전문,1
276,58200380,N03AX11,1,정,345,전문,1
277,657807040,N03AX11,1,정,345,전문,1
278,641907550,N03AX11,1,정,345,전문,1
279,694002770,N03AX11,1,정,345,전문,1
280,649405400,N03AX11,1,정,345,전문,1
281,650204580,N03AX11,1,정,345,전문,1
282,622801900,N03AX11,1,정,345,전문,1
283,57600700,N03AX11,1,정,345,전문,1
284,651902140,N03AX11,1,정,350,전문,1
285,649803180,N03AX11,1,정,355,전문,1
286,645301880,N03AX11,1,정,387,전문,1
287,642902300,N03AX11,1,정,389,전문,1
288,646902380,N03AX11,1,정,390,전문,1
289,649503090,N03AX11,1,정,398,전문,1
290,652604070,N03AX11,1,정,406,전문,1
291,646902300,N03AX11,1,캡슐,600,전문,1
292,644704550,N03AX11,1,캡슐,989,전문,1
293,645301890,N03AX11,1,정,581,전문,1
294,651902390,N03AG01,1,정,149,전문,1
295,651902380,N03AG01,1,정,70,전문,1
296,651903310,N03AG01,1,정,108,전문,1
297,645300680,N03AG01,1,캡슐,216,전문,1
298,652100480,N03AG04,1,정,549,전문,1
299,642500820,N03AX15,1,정,325,전문,1
300,664000060,,1,정,3250,전문,1
301,654100132,N03AX14,150(1),mL/병,149,전문,1
302,651903893,N03AX14,250(1),mL/병,134,전문,1
303,694002740,N03AX14,1,정,610,전문,1
304,642203160,N03AX14,1,정,610,전문,1
305,642904590,N03AX14,1,정,610,전문,1
306,645304530,N03AX14,1,정,610,전문,1
307,693901720,N03AX14,1,정,610,전문,1
308,657308240,N03AX14,1,정,610,전문,1
309,657806900,N03AX14,1,정,610,전문,1
310,642003150,N03AX14,1,정,620,전문,1
311,657202420,N03AX14,1,정,640,전문,1
312,651903800,N03AX14,1,정,646,전문,1
313,671706200,N03AX14,1,정,652,전문,1
314,642802470,N03AX14,1,정,652,전문,1
315,643506440,N03AX14,1,정,664,전문,1
316,642506850,N03AX14,1,정,687,전문,1
317,647803740,N03AX14,1,정,694,전문,1
318,649806770,N03AX14,1,정,701,전문,1
319,654100150,N03AX14,1,정,702,전문,1
320,644703930,N03AX14,1,정,716,전문,1
321,647805360,N03AX14,1,정,700,전문,1
322,657203430,N03AX14,1,정,711,전문,1
323,651904720,N03AX14,1,정,755,전문,1
324,654100860,N03AX14,1,정,789,전문,1
325,694002750,N03AX14,1,정,421,전문,1
326,642203180,N03AX14,1,정,421,전문,1
327,645304540,N03AX14,1,정,421,전문,1
328,642904600,N03AX14,1,정,421,전문,1
329,693901710,N03AX14,1,정,421,전문,1
330,657308230,N03AX14,1,정,421,전문,1
331,657806890,N03AX14,1,정,421,전문,1
332,642802460,N03AX14,1,정,450,전문,1
333,671706210,N03AX14,1,정,450,전문,1
334,643506450,N03AX14,1,정,452,전문,1
335,642506840,N03AX14,1,정,459,전문,1
336,657202410,N03AX14,1,정,469,전문,1
337,651903790,N03AX14,1,정,472,전문,1
338,654100140,N03AX14,1,정,488,전문,1
339,647803720,N03AX14,1,정,493,전문,1
340,649806760,N03AX14,1,정,495,전문,1
341,644703920,N03AX14,1,정,495,전문,1
342,642003160,N03AX14,1,정,939,전문,1
343,694002760,N03AX14,1,정,946,전문,1
344,642203170,N03AX14,1,정,946,전문,1
345,642904610,N03AX14,1,정,946,전문,1
346,645304520,N03AX14,1,정,946,전문,1
347,657308250,N03AX14,1,정,946,전문,1
348,657806910,N03AX14,1,정,946,전문,1
349,657202430,N03AX14,1,정,956,전문,1
350,651903780,N03AX14,1,정,959,전문,1
351,671706220,N03AX14,1,정,973,전문,1
352,642802550,N03AX14,1,정,1012,전문,1
353,643506430,N03AX14,1,정,1033,전문,1
354,642506830,N03AX14,1,정,1041,전문,1
355,644703950,N03AX14,1,정,1043,전문,1
356,647803850,N03AX14,1,정,1082,전문,1
357,654100160,N03AX14,1,정,1098,전문,1
358,649806750,N03AX14,1,정,1108,전문,1
359,693901730,N03AX14,1,정,1113,전문,1
360,651904350,N03AX14,1,정,848,전문,1
361,643506690,N03AX14,1,정,891,전문,1
362,644703940,N03AX14,1,정,892,전문,1
363,647805300,N03AX14,1,정,880,전문,1
364,657203440,N03AX14,1,정,889,전문,1
365,651904710,N03AX14,1,정,970,전문,1
366,654100870,N03AX14,1,정,988,전문,1
367,664000220,N03AX17,1,캡슐,14700,전문,1
368,652105330,N03AF03,1,정,569,전문,1
369,652105320,N03AF03,1,정,853,전문,1
370,652105310,N03AF03,1,정,1280,전문,1
371,657202960,N03AX18,1,정,220,전문,1
372,642802970,N03AX18,1,정,224,전문,1
373,651904450,N03AX18,1,정,230,전문,1
374,644704450,N03AX18,1,정,231,전문,1
375,642004040,N03AX18,1,정,232,전문,1
376,657202970,N03AX18,1,정,358,전문,1
377,642802960,N03AX18,1,정,367,전문,1
378,651904460,N03AX18,1,정,368,전문,1
379,644704420,N03AX18,1,정,371,전문,1
380,642004050,N03AX18,1,정,373,전문,1
381,651904550,N03AX18,1,정,463,전문,1
382,644704430,N03AX18,1,정,464,전문,1
383,657203000,N03AX18,1,정,465,전문,1
384,651904540,N03AX18,1,정,538,전문,1
385,657202990,N03AX18,1,정,539,전문,1
386,644704440,N03AX18,1,정,540,전문,1
387,621100251,N03AX22,340(1),mL/병,110,전문,1
388,651905120,N03AX22,1,정,589,전문,1
389,657204050,N03AX22,1,정,589,전문,1
390,621100060,N03AX22,1,정,693,전문,1
391,651905150,N03AX22,1,정,944,전문,1
392,657204080,N03AX22,1,정,944,전문,1
393,621100070,N03AX22,1,정,1111,전문,1
394,651905140,N03AX22,1,정,1177,전문,1
395,657204040,N03AX22,1,정,1177,전문,1
396,621100080,N03AX22,1,정,1384,전문,1
397,651905130,N03AX22,1,정,1377,전문,1
398,657204070,N03AX22,1,정,1377,전문,1
399,621100100,N03AX22,1,정,1620,전문,1
400,651905160,N03AX22,1,정,1561,전문,1
401,657204060,N03AX22,1,정,1561,전문,1
402,621100110,N03AX22,1,정,1837,전문,1
403,651905170,N03AX22,1,정,1761,전문,1
404,657204030,N03AX22,1,정,1761,전문,1
405,621100090,N03AX22,1,정,2072,전문,1
406,664000471,,100,mL/병,1395496,전문,1
407,657203710,N03AF04,1,정,396,전문,1
408,657203720,N03AF04,1,정,1386,전문,1
409,648101510,M01AB16,1,캡슐,188,전문,1
410,644304150,M01AB16,1,캡슐,188,전문,1
411,648101500,M01AB16,1,정,106,전문,1
412,649802300,M01AB16,1,정,116,전문,1
413,697100050,M01AB16,1,정,150,전문,1
414,643701580,M01AB16,1,정,156,전문,1
415,73001500,M01AB16,1,정,160,전문,1
416,684500990,M01AB16,1,정,160,전문,1
417,643903550,M01AB16,1,정,160,전문,1
418,655601230,M01AB16,1,정,160,전문,1
419,651201220,M01AB16,1,정,160,전문,1
420,649001080,M01AB16,1,정,160,전문,1
421,665502000,M01AB16,1,정,160,전문,1
422,621801920,M01AB16,1,정,160,전문,1
423,657202270,M01AB16,1,정,160,전문,1
424,652604210,M01AB16,1,정,160,전문,1
425,644802230,M01AB16,1,정,160,전문,1
426,678600670,M01AB16,1,정,160,전문,1
427,654700420,M01AB16,1,정,160,전문,1
428,661604710,M01AB16,1,정,160,전문,1
429,694001000,M01AB16,1,정,160,전문,1
430,643202500,M01AB16,1,정,160,전문,1
431,642802650,M01AB16,1,정,160,전문,1
432,645300710,M01AB16,1,정,160,전문,1
433,657801040,M01AB16,1,정,160,전문,1
434,643301260,M01AB16,1,정,160,전문,1
435,625500270,M01AB16,1,정,160,전문,1
436,647200400,M01AB16,1,정,160,전문,1
437,657502440,M01AB16,1,정,160,전문,1
438,641704880,M01AB16,1,정,160,전문,1
439,645202010,M01AB16,1,정,160,전문,1
440,674400630,M01AB16,1,정,160,전문,1
441,642302610,M01AB16,1,정,160,전문,1
442,651501060,M01AB16,1,정,160,전문,1
443,642702240,M01AB16,1,정,160,전문,1
444,669500370,M01AB16,1,정,160,전문,1
445,654301800,M01AB16,1,정,160,전문,1
446,650300920,M01AB16,1,정,160,전문,1
447,658203010,M01AB16,1,정,160,전문,1
448,644703320,M01AB16,1,정,160,전문,1
449,658600670,M01AB16,1,정,160,전문,1
450,625800250,M01AB16,1,정,160,전문,1
451,628900120,M01AB16,1,정,160,전문,1
452,649404530,M01AB16,1,정,160,전문,1
453,698000880,M01AB16,1,정,160,전문,1
454,651601780,M01AB16,1,정,160,전문,1
455,641802300,M01AB16,1,정,160,전문,1
456,656701110,M01AB16,1,정,160,전문,1
457,665001860,M01AB16,1,정,160,전문,1
458,642403620,M01AB16,1,정,160,전문,1
459,642003290,M01AB16,1,정,160,전문,1
460,670400900,M01AB16,1,정,160,전문,1
461,644603430,M01AB16,1,정,160,전문,1
462,649701520,M01AB16,1,정,160,전문,1
463,53600020,M01AB16,1,정,160,전문,1
464,52400690,M01AB16,1,정,160,전문,1
465,689000470,M01AB16,1,정,160,전문,1
466,670501610,M01AB16,1,정,160,전문,1
467,57700060,M01AB16,1,정,160,전문,1
468,679601120,M01AB16,1,정,160,전문,1
469,623005340,M01AB16,1,정,160,전문,1
470,58200350,M01AB16,1,정,160,전문,1
471,53500180,M01AB16,1,정,160,전문,1
472,664102930,M01AB16,1,정,160,전문,1
473,57000810,M01AB16,1,정,160,전문,1
474,57600580,M01AB16,1,정,160,전문,1
475,622600420,M01AB16,1,정,160,전문,1
476,663803260,M01AB16,1,정,160,전문,1
477,59600280,M01AB16,1,정,160,전문,1
478,55102270,M01AB16,1,정,160,전문,1
479,653702340,M01AB16,1,정,160,전문,1
480,60500010,M01AB16,1,정,160,전문,1
481,693900040,M01AB16,1,정,175,전문,1
482,622800200,M01AB16,1,정,180,전문,1
483,654001260,M01AB16,1,정,186,전문,1
484,645403280,M01AB16,1,정,186,전문,1
485,642502460,M01AB16,1,정,186,전문,1
486,647300800,M01AB16,1,정,187,전문,1
487,640900550,M01AB16,1,정,187,전문,1
488,662501270,M01AB16,1,정,187,전문,1
489,696600070,M01AB16,1,정,187,전문,1
490,647803710,M01AB16,1,정,187,전문,1
491,641601920,M01AB16,1,정,187,전문,1
492,663300870,M01AB16,1,정,188,전문,1
493,643100050,M01AB16,1,정,188,전문,1
494,671801920,M01AB16,1,정,188,전문,1
495,670601220,M01AB16,1,정,188,전문,1
496,644000990,M01AB16,1,정,188,전문,1
497,663601080,M01AB16,1,정,188,전문,1
498,653001330,M01AB16,1,정,188,전문,1
499,648203610,M01AB16,1,정,188,전문,1
500,664900360,M01AB16,1,정,188,전문,1
501,625200230,M01AB16,1,정,188,전문,1
502,669804090,M01AB16,1,정,188,전문,1
503,646201260,M01AB16,1,정,188,전문,1
504,669604450,M01AB16,1,정,188,전문,1
505,653401660,M01AB16,1,정,188,전문,1
506,645604400,M01AB16,1,정,188,전문,1
507,669902550,M01AB16,1,정,188,전문,1
508,650201020,M01AB16,1,정,188,전문,1
509,643501740,M01AB16,1,정,188,전문,1
510,693200160,M01AB16,1,정,188,전문,1
511,670101330,M01AB16,1,정,188,전문,1
512,648502580,M01AB16,1,정,188,전문,1
513,698500220,M01AB16,1,정,188,전문,1
514,656000830,M01AB16,1,정,188,전문,1
515,648601250,M01AB16,1,정,188,전문,1
516,649102100,M01AB16,1,정,188,전문,1
517,657302780,M01AB16,1,정,188,전문,1
518,653802100,M01AB16,1,정,188,전문,1
519,649601680,M01AB16,1,정,188,전문,1
520,660701380,M01AB16,1,정,188,전문,1
521,649502440,M01AB16,1,정,188,전문,1
522,671700970,M01AB16,1,정,188,전문,1
523,52700370,M01AB16,1,정,188,전문,1
524,661901670,M01AB16,1,정,188,전문,1
525,644304160,M01AB16,1,정,188,전문,1
526,646002430,M01AB16,1,정,188,전문,1
527,628800250,M01AB16,1,정,188,전문,1
528,53300200,M01AB16,1,정,188,전문,1
529,658106680,M01AB16,1,정,188,전문,1
530,59000440,M01AB16,1,정,188,전문,1
531,655404510,M01AB16,1,정,352,전문,1
532,659900960,M01AB16,1,정,352,전문,1
533,643703580,M01AB16,1,정,352,전문,1
534,645304510,M01AB16,1,정,352,전문,1
535,645905970,M01AB16,1,정,352,전문,1
536,654304650,M01AB16,1,정,352,전문,1
537,649102870,M01AB16,1,정,352,전문,1
538,643104100,M01AB16,1,정,352,전문,1
539,669906840,M01AB16,1,정,352,전문,1
540,656204570,M01AB16,1,정,352,전문,1
541,641501940,M01AB16,1,정,352,전문,1
542,657806220,M01AB16,1,정,352,전문,1
543,657307410,M01AB16,1,정,352,전문,1
544,650303890,M01AB16,1,정,352,전문,1
545,664901750,M01AB16,1,정,352,전문,1
546,651300680,M01AB16,1,정,352,전문,1
547,669805390,M01AB16,1,정,352,전문,1
548,653006430,M01AB16,1,정,352,전문,1
549,658603790,M01AB16,1,정,352,전문,1
550,658107280,M01AB16,1,정,352,전문,1
551,649605290,M01AB16,1,정,352,전문,1
552,622804020,M01AB16,1,정,352,전문,1
553,54800520,M01AB16,1,정,352,전문,1
554,684501650,M01AB16,1,정,352,전문,1
555,653805620,M01AB16,1,정,352,전문,1
556,663608100,M01AB16,1,정,352,전문,1
557,625801060,M01AB16,1,정,352,전문,1
558,640904060,M01AB16,1,정,352,전문,1
559,669502580,M01AB16,1,정,352,전문,1
560,696601100,M01AB16,1,정,352,전문,1
561,73001180,M01AB16,1,정,352,전문,1
562,644307820,M01AB16,1,정,411,전문,1
563,650203910,M01AB16,1,정,414,전문,1
564,671704970,M01AB16,1,정,414,전문,1
565,698400400,M01AB16,1,정,414,전문,1
566,645702601,N02BE01,300(1),g/병,115,일반,1
567,658202841,N02BE01,300(1),g/병,115,일반,1
568,650204491,N02BE01,300(1),g/병,115,일반,1
569,645700891,N02BE01,500(1),mL/병,26,일반,1
570,672300253,N02BE01,500(1),mL/병,28,일반,1
571,653700510,N02BE01,1,정,22,일반,1
572,654200520,N02BE01,1,정,11,일반,1
573,654301440,N02BE01,1,정,12,일반,1
574,644000780,N02BE01,1,정,32,일반,1
575,653700520,N02BE01,1,정,37,일반,1
576,645700860,N02BE01,1,정,26,일반,1
577,649601610,N02BE01,1,정,26,일반,1
578,670301810,N02BE01,1,정,26,일반,1
579,643100290,N02BE01,1,정,29,일반,1
580,645700870,N02BE01,1,정,29,일반,1
581,670601430,N02BE01,1,정,29,일반,1
582,653801880,N02BE01,1,정,29,일반,1
583,653700830,N02BE01,1,정,29,일반,1
